movie_id,title,release_date,rating,popularity,release_year,genres,category
129,Spirited Away,2001-07-20,8.5,30.4319,2001,"Animation, Family, Fantasy",Fairy Tale
497,The Green Mile,1999-12-10,8.5,27.8367,1999,"Fantasy, Drama, Crime",Fantasy Epic
122,The Lord of the Rings: The Return of the King,2003-12-17,8.5,33.4367,2003,"Adventure, Fantasy, Action",Sword and Sorcery
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.4,33.9804,2001,"Adventure, Fantasy, Action",Sword and Sorcery
40096,A Dog's Will,2000-09-15,8.4,5.9552,2000,"Comedy, Drama, Fantasy, Romance",Fantasy Epic
121,The Lord of the Rings: The Two Towers,2002-12-18,8.4,25.8225,2002,"Adventure, Fantasy, Action",Sword and Sorcery
4935,Howl's Moving Castle,2004-09-09,8.4,23.9173,2004,"Fantasy, Animation, Adventure",Fantasy Epic
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,8.3,29.6382,2025,"Animation, Action, Romance, Fantasy",Sword and Sorcery
128,Princess Mononoke,1997-07-12,8.3,15.5974,1997,"Adventure, Fantasy, Animation",Fantasy Epic
620249,The Legend of Hei,2019-08-27,8.3,8.6008,2019,"Animation, Fantasy, Action",Sword and Sorcery
533514,Violet Evergarden: The Movie,2020-09-18,8.3,8.2958,2020,"Animation, Drama, Fantasy, Romance",Fantasy Epic
1585,It's a Wonderful Life,1946-12-20,8.3,13.3956,1946,"Drama, Family, Fantasy",Fantasy Epic
1139087,Once Upon a Studio,2023-09-24,8.3,8.5187,2023,"Animation, Family, Fantasy, Drama, Comedy",Fairy Tale
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,8.3,10.5768,1997,"Animation, Sci-Fi, Drama, Fantasy",Fantasy Epic
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,8.3,6.7352,2019,"Animation, Romance, Drama, Fantasy",Fantasy Epic
92321,Hotarubi no Mori e,2011-09-17,8.3,0.0073,2011,"Romance, Animation, Fantasy",Fantasy Epic
110420,Wolf Children,2012-07-21,8.2,5.7797,2012,"Animation, Family, Drama, Fantasy",Fairy Tale
618344,Justice League Dark: Apokolips War,2020-05-05,8.2,8.3707,2020,"Animation, Action, Adventure, Fantasy",Sword and Sorcery
315162,Puss in Boots: The Last Wish,2022-12-07,8.2,19.7036,2022,"Animation, Adventure, Fantasy, Comedy, Family",Fairy Tale
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,8.2,10.934,2020,"Animation, Action, Fantasy",Sword and Sorcery
441130,Wolfwalkers,2020-10-26,8.2,12.3605,2020,"Animation, Family, Adventure, Fantasy",Fairy Tale
537061,Steven Universe: The Movie,2019-10-07,8.2,4.2559,2019,"Animation, Family, Adventure, Fantasy",Fairy Tale
490,The Seventh Seal,1957-02-16,8.2,5.5328,1957,"Fantasy, Drama",Fantasy Epic
476292,Maquia: When the Promised Flower Blooms,2018-02-24,8.2,5.2535,2018,"Animation, Fantasy, Drama",Fantasy Epic
592350,My Hero Academia: Heroes Rising,2019-12-20,8.1,6.2527,2019,"Animation, Action, Fantasy, Adventure",Sword and Sorcery
980477,Ne Zha 2,2025-01-29,8.1,24.4864,2025,"Animation, Fantasy, Adventure",Fantasy Epic
810693,Jujutsu Kaisen 0,2021-12-24,8.1,14.3492,2021,"Animation, Action, Fantasy",Sword and Sorcery
149871,The Tale of The Princess Kaguya,2013-11-23,8.1,5.8256,2013,"Animation, Drama, Fantasy",Fantasy Epic
508442,Soul,2020-12-25,8.1,14.536,2020,"Animation, Family, Drama, Fantasy",Fairy Tale
791373,Zack Snyder's Justice League,2021-03-18,8.1,14.7682,2021,"Action, Adventure, Fantasy",Sword and Sorcery
823219,Flow,2024-08-29,8.1,16.3215,2024,"Animation, Adventure, Fantasy, Family",Fairy Tale
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,8.1,8.1236,2020,"Animation, Action, Fantasy",Sword and Sorcery
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,8.1,22.8262,2011,"Adventure, Fantasy",Fantasy Epic
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,8.1,3.9957,2019,"Drama, Fantasy, Animation",Fantasy Epic
8392,My Neighbor Totoro,1988-04-16,8.1,14.7405,1988,"Fantasy, Animation, Family",Fairy Tale
663558,New Gods: Nezha Reborn,2021-02-06,8.1,4.9982,2021,"Animation, Fantasy, Action",Sword and Sorcery
640344,Me Against You: Mr. S's Vendetta,2020-01-17,8.1,1.0506,2020,"Family, Fantasy",Fantasy Epic
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,8.0,5.2534,2019,"Animation, Adventure, Comedy, Fantasy",Fantasy Epic
518068,Along with the Gods: The Last 49 Days,2018-08-01,8.0,5.7149,2018,"Action, Adventure, Fantasy, Thriller",Dark Fantasy
638507,How to Train Your Dragon: Homecoming,2019-12-03,8.0,8.0358,2019,"Animation, Fantasy, Adventure, Family",Fairy Tale
397567,Along with the Gods: The Two Worlds,2017-12-20,8.0,7.3015,2017,"Action, Adventure, Drama, Fantasy, Thriller",Dark Fantasy
803796,KPop Demon Hunters,2025-06-20,8.0,43.8176,2025,"Fantasy, Comedy, Animation",Fantasy Epic
555604,Guillermo del Toro's Pinocchio,2022-11-09,8.0,8.0222,2022,"Animation, Fantasy, Adventure, Drama",Fantasy Epic
14696,Ugetsu,1953-03-26,8.0,2.9606,1953,"Fantasy, Drama",Fantasy Epic
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,8.0,22.8558,2004,"Adventure, Fantasy",Fantasy Epic
110416,Song of the Sea,2014-06-23,8.0,4.9139,2014,"Family, Animation, Fantasy",Fairy Tale
140420,Paperman,2012-11-02,8.0,2.0768,2012,"Animation, Family, Romance, Comedy, Fantasy",Fairy Tale
568160,Weathering with You,2019-07-19,8.0,7.9503,2019,"Animation, Drama, Fantasy, Romance",Fantasy Epic
10515,Castle in the Sky,1986-08-02,8.0,7.9602,1986,"Adventure, Fantasy, Animation, Action, Family",Fairy Tale
81,Nausicaä of the Valley of the Wind,1984-03-11,7.9,8.2734,1984,"Adventure, Animation, Fantasy",Fantasy Epic
29264,The Exterminating Angel,1962-05-16,7.9,1.8289,1962,"Comedy, Drama, Fantasy",Fantasy Epic
726684,Miraculous World: Shanghai - The Legend of Ladydragon,2021-05-15,7.9,2.9228,2021,"Animation, Fantasy, Action",Sword and Sorcery
1087192,How to Train Your Dragon,2025-06-06,7.9,27.0754,2025,"Fantasy, Family, Action, Adventure",Fantasy Epic
315465,The Boy and the Beast,2015-07-11,7.9,5.5426,2015,"Action, Adventure, Animation, Drama, Family, Fantasy",Fairy Tale
122906,About Time,2013-09-04,7.9,10.545,2013,"Drama, Romance, Fantasy",Fantasy Epic
14836,Coraline,2009-02-05,7.9,33.7858,2009,"Animation, Family, Fantasy",Fairy Tale
671,Harry Potter and the Philosopher's Stone,2001-11-16,7.9,31.8187,2001,"Adventure, Fantasy",Fantasy Epic
615453,Ne Zha,2019-07-26,7.9,8.8429,2019,"Animation, Fantasy, Adventure",Fantasy Epic
916224,Suzume,2022-11-11,7.9,8.2204,2022,"Animation, Drama, Adventure, Fantasy",Fantasy Epic
183011,Justice League: The Flashpoint Paradox,2013-07-30,7.9,7.1761,2013,"Animation, Sci-Fi, Action, Adventure, Fantasy",Sword and Sorcery
667520,A Whisker Away,2020-06-18,7.9,5.0389,2020,"Animation, Drama, Romance, Fantasy",Fantasy Epic
505262,My Hero Academia: Two Heroes,2018-08-03,7.9,5.8266,2018,"Animation, Action, Adventure, Fantasy",Sword and Sorcery
961323,Nimona,2023-06-23,7.9,7.5847,2023,"Animation, Family, Adventure, Fantasy, Comedy, Action, Drama, Sci-Fi",Fairy Tale
32085,Vincent,1982-10-01,7.9,1.155,1982,"Animation, Fantasy",Fantasy Epic
10191,How to Train Your Dragon,2010-03-18,7.9,15.2468,2010,"Fantasy, Adventure, Animation, Family",Fairy Tale
33320,Millennium Actress,2002-09-14,7.8,4.0789,2002,"Drama, Animation, Romance, Fantasy",Fantasy Epic
2062,Ratatouille,2007-06-28,7.8,19.0488,2007,"Animation, Comedy, Family, Fantasy",Fairy Tale
178682,The Wizards Return: Alex vs. Alex,2013-06-01,7.8,5.899,2013,"Family, Comedy, Fantasy",Fantasy Epic
16859,Kiki's Delivery Service,1989-07-29,7.8,14.2182,1989,"Animation, Family, Fantasy",Fairy Tale
445030,No Game No Life: Zero,2017-07-15,7.8,4.6068,2017,"Adventure, Animation, Drama, Fantasy, Romance",Fantasy Epic
9479,The Nightmare Before Christmas,1993-10-09,7.8,11.4921,1993,"Fantasy, Animation, Family",Fairy Tale
550205,Wish Dragon,2021-01-15,7.8,9.1801,2021,"Animation, Family, Comedy, Fantasy, Romance, Adventure",Fairy Tale
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,7.8,21.8846,2003,"Adventure, Fantasy, Action",Sword and Sorcery
83564,La luna,2012-02-10,7.8,1.9541,2012,"Animation, Family, Fantasy",Fairy Tale
762,Monty Python and the Holy Grail,1975-04-03,7.8,8.8972,1975,"Adventure, Comedy, Fantasy",Fantasy Epic
527774,Raya and the Last Dragon,2021-03-03,7.8,11.9174,2021,"Animation, Family, Fantasy, Adventure, Action",Fairy Tale
674,Harry Potter and the Goblet of Fire,2005-11-16,7.8,22.2917,2005,"Adventure, Fantasy",Fantasy Epic
11621,Porco Rosso,1992-07-18,7.8,6.2632,1992,"Animation, Adventure, Fantasy",Fantasy Epic
568012,One Piece: Stampede,2019-01-03,7.8,3.6796,2019,"Animation, Action, Adventure, Fantasy",Sword and Sorcery
5961,Fanny and Alexander,1982-12-17,7.8,2.4205,1982,"Fantasy, Drama",Fantasy Epic
508943,Luca,2021-06-17,7.8,12.9166,2021,"Animation, Family, Fantasy, Comedy, Drama",Fairy Tale
14069,The Girl Who Leapt Through Time,2006-07-15,7.8,5.517,2006,"Fantasy, Animation, Drama, Sci-Fi",Fantasy Epic
14282,Ninja Scroll,1993-06-05,7.8,5.2959,1993,"Fantasy, Animation, Action",Sword and Sorcery
141,Donnie Darko,2001-01-19,7.8,11.9113,2001,"Fantasy, Drama",Fantasy Epic
1417,Pan's Labyrinth,2006-10-11,7.8,10.1551,2006,"Fantasy, Drama",Fantasy Epic
144,Wings of Desire,1987-09-23,7.8,4.0734,1987,"Drama, Fantasy, Romance",Fantasy Epic
808,Shrek,2001-05-18,7.8,26.3255,2001,"Animation, Comedy, Fantasy, Adventure, Family",Fairy Tale
28162,A Matter of Life and Death,1946-12-15,7.8,5.364,1946,"Romance, Fantasy, Drama, Comedy",Fantasy Epic
587,Big Fish,2003-12-10,7.8,10.6322,2003,"Adventure, Fantasy, Drama",Fantasy Epic
12429,Ponyo,2008-07-19,7.8,9.0078,2008,"Animation, Fantasy, Family",Fairy Tale
24480,Partly Cloudy,2009-05-28,7.8,2.1925,2009,"Animation, Family, Comedy, Fantasy",Fairy Tale
15265,The Red Balloon,1956-08-24,7.7,2.0149,1956,"Comedy, Drama, Family, Fantasy",Fantasy Epic
12516,Dreams,1990-05-11,7.7,3.3593,1990,"Fantasy, Drama",Fantasy Epic
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,7.7,21.4935,2010,"Adventure, Fantasy",Fantasy Epic
27670,Nothing Left to Do But Cry,1984-12-20,7.7,1.0922,1984,"Comedy, Fantasy",Fantasy Epic
585511,Luck,2022-08-05,7.7,13.383,2022,"Animation, Adventure, Comedy, Fantasy, Family",Fairy Tale
10020,Beauty and the Beast,1991-10-22,7.7,15.3992,1991,"Romance, Family, Animation, Fantasy",Fairy Tale
30959,Kwaidan,1965-01-06,7.7,4.5497,1965,"Horror, Fantasy, Drama",Dark Fantasy
15916,Angel's Egg,1985-12-22,7.7,4.012,1985,"Animation, Fantasy",Fantasy Epic
162,Edward Scissorhands,1990-12-07,7.7,13.1997,1990,"Fantasy, Drama, Romance",Fantasy Epic
672,Harry Potter and the Chamber of Secrets,2002-11-13,7.7,22.3922,2002,"Adventure, Fantasy",Fantasy Epic
843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,7.7,3.8143,2021,"Animation, Fantasy",Fantasy Epic
573699,White Snake,2019-01-11,7.7,3.3391,2019,"Romance, Animation, Fantasy",Fantasy Epic
221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,7.7,3.5175,2014,"Action, Adventure, Fantasy",Sword and Sorcery
2493,The Princess Bride,1987-09-25,7.7,12.4901,1987,"Adventure, Family, Fantasy, Comedy, Romance",Fantasy Epic
486589,Red Shoes and the Seven Dwarfs,2019-07-25,7.7,4.1977,2019,"Animation, Fantasy, Family, Comedy, Romance, Adventure",Fairy Tale
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,7.7,137.2521,2025,"Animation, Action, Fantasy",Sword and Sorcery
767,Harry Potter and the Half-Blood Prince,2009-07-15,7.7,21.2185,2009,"Adventure, Fantasy",Fantasy Epic
82702,How to Train Your Dragon 2,2014-06-05,7.7,12.3611,2014,"Fantasy, Action, Adventure, Animation, Family",Fairy Tale
539517,Constantine: City of Demons - The Movie,2018-10-04,7.7,6.4698,2018,"Fantasy, Animation, Horror, Action",Dark Fantasy
11787,Harvey,1950-12-04,7.7,5.1248,1950,"Comedy, Fantasy",Fantasy Epic
506574,Descendants 3,2019-08-02,7.7,8.002,2019,"Family, Adventure, Fantasy",Fantasy Epic
675,Harry Potter and the Order of the Phoenix,2007-07-08,7.7,20.7572,2007,"Adventure, Fantasy",Fantasy Epic
51739,The Secret World of Arrietty,2010-07-16,7.7,6.484,2010,"Fantasy, Animation, Family",Fairy Tale
413594,Sword Art Online the Movie: Ordinal Scale,2017-02-18,7.7,4.6986,2017,"Animation, Action, Adventure, Fantasy, Sci-Fi",Sword and Sorcery
15999,Vampire Hunter D: Bloodlust,2001-04-21,7.7,5.3415,2001,"Animation, Fantasy, Horror, Action, Adventure, Sci-Fi",Dark Fantasy
653,Nosferatu,1922-02-16,7.7,5.2907,1922,"Horror, Fantasy",Dark Fantasy
812,Aladdin,1992-11-25,7.7,18.4316,1992,"Animation, Family, Adventure, Fantasy, Romance",Fairy Tale
1062722,Frankenstein,2025-10-17,7.6,28.6261,2025,"Drama, Fantasy, Horror",Dark Fantasy
508439,Onward,2020-02-29,7.6,8.6222,2020,"Animation, Family, Fantasy, Adventure, Comedy",Fairy Tale
381289,A Dog's Purpose,2017-01-19,7.6,7.8182,2017,"Adventure, Comedy, Fantasy, Family, Drama",Fantasy Epic
137,Groundhog Day,1993-02-11,7.6,8.8606,1993,"Romance, Fantasy, Comedy",Fantasy Epic
14784,The Fall,2006-09-09,7.6,7.2387,2006,"Adventure, Fantasy, Drama",Fantasy Epic
20123,Time of the Gypsies,1988-12-21,7.6,1.3779,1988,"Drama, Comedy, Crime, Fantasy",Fantasy Epic
309809,The Little Prince,2015-07-29,7.6,7.0039,2015,"Adventure, Animation, Fantasy, Family",Fairy Tale
19101,A Little Princess,1995-05-10,7.6,5.848,1995,"Drama, Family, Fantasy",Fantasy Epic
9444,Anastasia,1997-11-20,7.6,8.4443,1997,"Animation, Family, Fantasy, Adventure",Fairy Tale
4922,The Curious Case of Benjamin Button,2008-12-25,7.6,11.002,2008,"Drama, Fantasy, Romance",Fantasy Epic
496450,"Miraculous: Ladybug & Cat Noir, The Movie",2023-07-05,7.6,8.2619,2023,"Animation, Fantasy, Action, Romance, Family",Fairy Tale
244,King Kong,1933-04-07,7.6,7.1054,1933,"Adventure, Fantasy, Horror",Dark Fantasy
841755,Mortal Kombat Legends: Battle of the Realms,2021-08-30,7.6,7.1269,2021,"Animation, Action, Fantasy",Sword and Sorcery
502356,The Super Mario Bros. Movie,2023-04-05,7.6,171.9317,2023,"Family, Comedy, Adventure, Fantasy, Animation",Fairy Tale
3933,Corpse Bride,2005-09-12,7.6,12.5734,2005,"Romance, Fantasy, Animation",Fantasy Epic
630,The Wizard of Oz,1939-08-15,7.6,15.3094,1939,"Adventure, Fantasy, Family",Fantasy Epic
27040,Meshes of the Afternoon,1943-01-01,7.6,0.9214,1943,Fantasy,Fantasy Epic
976573,Elemental,2023-06-14,7.6,13.9801,2023,"Animation, Family, Romance, Fantasy, Comedy",Fairy Tale
57158,The Hobbit: The Desolation of Smaug,2013-12-11,7.6,14.7511,2013,"Fantasy, Adventure, Action",Sword and Sorcery
568124,Encanto,2021-10-13,7.6,13.8875,2021,"Animation, Comedy, Family, Fantasy",Fairy Tale
221731,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01,7.6,5.4391,2014,"Action, Adventure, Drama, Fantasy",Sword and Sorcery
39323,Dragon Ball Z: Bardock - The Father of Goku,1990-10-17,7.6,4.8966,1990,"Animation, Action, Sci-Fi, Drama, Fantasy",Sword and Sorcery
9016,Treasure Planet,2002-11-26,7.6,10.3533,2002,"Sci-Fi, Adventure, Animation, Family, Fantasy",Fairy Tale
11688,The Emperor's New Groove,2000-12-15,7.6,16.9188,2000,"Adventure, Animation, Comedy, Family, Fantasy",Fairy Tale
514754,Bao,2018-06-15,7.6,2.0431,2018,"Animation, Family, Fantasy, Drama, Comedy",Fairy Tale
765,Evil Dead II,1987-03-13,7.5,8.3284,1987,"Horror, Comedy, Fantasy",Dark Fantasy
433,Mary Poppins,1964-12-17,7.5,9.9055,1964,"Comedy, Family, Fantasy",Fantasy Epic
433471,Lou,2017-06-16,7.5,3.7645,2017,"Family, Fantasy, Animation, Comedy",Fairy Tale
856,Who Framed Roger Rabbit,1988-06-22,7.5,10.7234,1988,"Fantasy, Animation, Comedy, Crime",Fantasy Epic
556901,Teen Titans Go! vs. Teen Titans,2019-07-21,7.5,5.0334,2019,"Action, Animation, Comedy, Family, Fantasy, Sci-Fi",Fairy Tale
507569,The Seven Deadly Sins: Prisoners of the Sky,2018-08-18,7.5,0.8761,2018,"Action, Adventure, Fantasy, Animation",Sword and Sorcery
228326,The Book of Life,2014-10-01,7.5,8.1636,2014,"Animation, Adventure, Comedy, Family, Fantasy",Fairy Tale
127533,Rurouni Kenshin Part I: Origins,2012-08-25,7.5,5.2177,2012,"Adventure, Action, Fantasy",Sword and Sorcery
73456,Barbie: Princess Charm School,2011-08-11,7.5,7.4066,2011,"Family, Animation, Fantasy",Fairy Tale
16633,Somewhere in Time,1980-10-02,7.5,6.0733,1980,"Drama, Fantasy, Romance",Fantasy Epic
9495,The Crow,1994-05-11,7.5,8.7016,1994,"Fantasy, Action, Thriller",Dark Fantasy
59436,Midnight in Paris,2011-05-11,7.5,7.4795,2011,"Fantasy, Comedy, Romance",Fantasy Epic
601,E.T. the Extra-Terrestrial,1982-06-11,7.5,13.1138,1982,"Sci-Fi, Adventure, Family, Fantasy",Fantasy Epic
648,Beauty and the Beast,1946-10-29,7.5,2.2847,1946,"Drama, Fantasy, Romance",Fantasy Epic
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,7.5,11.8932,2021,"Action, Adventure, Fantasy",Sword and Sorcery
620,Ghostbusters,1984-06-08,7.5,12.2757,1984,"Comedy, Fantasy",Fantasy Epic
176983,One Piece Film: Z,2012-12-15,7.5,4.9406,2012,"Animation, Fantasy, Action, Adventure",Sword and Sorcery
1600,The Double Life of Véronique,1991-05-15,7.5,2.9132,1991,"Drama, Fantasy",Fantasy Epic
586940,I Lost My Body,2019-11-06,7.5,1.556,2019,"Animation, Drama, Fantasy",Fantasy Epic
11970,Hercules,1997-06-13,7.5,13.5058,1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance",Fairy Tale
9470,Kung Fu Hustle,2004-02-10,7.5,13.0226,2004,"Action, Comedy, Crime, Fantasy",Sword and Sorcery
252,Willy Wonka & the Chocolate Factory,1971-06-29,7.5,8.2717,1971,"Family, Fantasy, Comedy",Fantasy Epic
599521,Z-O-M-B-I-E-S 2,2020-06-13,7.5,5.2635,2020,"Fantasy, Romance",Fantasy Epic
503919,The Lighthouse,2019-10-18,7.5,9.0097,2019,"Drama, Fantasy, Thriller",Dark Fantasy
9081,Waking Life,2001-10-19,7.5,5.7352,2001,"Animation, Drama, Fantasy",Fantasy Epic
877703,Teen Wolf: The Movie,2023-01-18,7.5,11.4309,2023,"Action, Fantasy",Sword and Sorcery
251516,Kung Fury,2015-05-22,7.5,1.9755,2015,"Action, Comedy, Sci-Fi, Fantasy",Sword and Sorcery
13189,A Christmas Carol,1984-10-09,7.5,5.4201,1984,"Drama, Fantasy, Family",Fantasy Epic
293863,The Age of Adaline,2015-04-16,7.5,9.3528,2015,"Romance, Fantasy, Drama",Fantasy Epic
27327,Phantom of the Paradise,1974-10-31,7.5,5.137,1974,"Comedy, Horror, Fantasy",Dark Fantasy
347201,Boruto: Naruto the Movie,2015-08-07,7.5,4.9508,2015,"Adventure, Action, Animation, Comedy, Fantasy",Sword and Sorcery
529216,Mirage,2018-11-30,7.5,5.834,2018,"Thriller, Drama, Fantasy",Dark Fantasy
42994,Memories,1995-12-23,7.5,4.4454,1995,"Fantasy, Animation, Sci-Fi",Fantasy Epic
431580,Abominable,2019-09-19,7.4,6.1888,2019,"Family, Animation, Adventure, Comedy, Fantasy",Fairy Tale
11704,The Secret of NIMH,1982-06-17,7.5,6.0017,1982,"Family, Animation, Fantasy, Adventure, Drama, Sci-Fi",Fairy Tale
350312,Bāhubali 2: The Conclusion,2017-04-27,7.4,4.2588,2017,"Action, Adventure, Fantasy",Sword and Sorcery
529203,The Croods: A New Age,2020-11-25,7.4,7.7959,2020,"Animation, Family, Adventure, Fantasy, Comedy",Fairy Tale
337703,The Red Turtle,2016-03-27,7.4,4.9661,2016,"Animation, Drama, Fantasy, Family",Fairy Tale
36685,The Rocky Horror Picture Show,1975-08-14,7.4,4.5474,1975,"Comedy, Sci-Fi, Fantasy, Horror",Dark Fantasy
10437,The Muppet Christmas Carol,1992-12-11,7.4,5.5864,1992,"Comedy, Family, Fantasy, Drama",Fantasy Epic
666243,The Witcher: Nightmare of the Wolf,2021-08-22,7.4,5.9488,2021,"Animation, Action, Fantasy",Sword and Sorcery
11236,The Secret Garden,1993-08-13,7.4,5.6845,1993,"Drama, Family, Fantasy",Fantasy Epic
137106,The Lego Movie,2014-02-06,7.4,10.967,2014,"Animation, Family, Adventure, Comedy, Fantasy",Fairy Tale
284052,Doctor Strange,2016-10-25,7.4,13.4612,2016,"Fantasy, Adventure, Action",Sword and Sorcery
492,Being John Malkovich,1999-10-29,7.4,7.3552,1999,"Comedy, Drama, Fantasy",Fantasy Epic
76589,Justice League: Doom,2012-02-28,7.4,5.9404,2012,"Action, Animation, Sci-Fi, Fantasy",Sword and Sorcery
508883,The Boy and the Heron,2023-07-14,7.4,13.3741,2023,"Animation, Fantasy, Drama",Fantasy Epic
