movie_id,iso_639_1,name,english_name
7985,en,English,English
36897,ja,日本語,Japanese
12599,ja,日本語,Japanese
12599,en,English,English
1870,fr,Français,French
253980,en,English,English
10837,en,English,English
8967,en,English,English
310,en,English,English
974262,en,English,English
5255,en,English,English
524216,en,English,English
1875,fr,Français,French
13155,en,English,English
662546,la,Latin,Latin
662546,en,English,English
43645,it,Italiano,Italian
13509,en,English,English
13509,de,Deutsch,German
13509,pt,Português,Portuguese
798286,en,English,English
426063,ru,Pусский,Russian
426063,de,Deutsch,German
426063,la,Latin,Latin
426063,ro,Română,Romanian
426063,en,English,English
10072,en,English,English
9297,en,English,English
170687,en,English,English
46146,en,English,English
46146,no,Norsk,Norwegian
11548,en,English,English
785457,en,English,English
426284,ja,日本語,Japanese
484510,en,English,English
338958,en,English,English
517839,sv,svenska,Swedish
78698,en,English,English
11283,en,English,English
21683,en,English,English
8204,en,English,English
515195,en,English,English
5680,en,English,English
1487,ru,Pусский,Russian
1487,en,English,English
13768,en,English,English
13768,fr,Français,French
34204,en,English,English
10719,en,English,English
166426,en,English,English
823482,en,English,English
823482,fr,Français,French
330764,fr,Français,French
287590,ja,日本語,Japanese
2897,en,English,English
2897,es,Español,Spanish
2897,fr,Français,French
967941,en,English,English
12155,en,English,English
621870,en,English,English
38368,fr,Français,French
38368,lo,,Lao
38368,th,ภาษาไทย,Thai
12185,en,English,English
36819,en,English,English
1729,en,English,English
1729,zh,普通话,Mandarin
1729,fr,Français,French
626412,en,English,English
626412,ko,한국어/조선말,Korean
2454,en,English,English
338953,en,English,English
136799,en,English,English
9463,ja,日本語,Japanese
577242,fr,Français,French
433422,ja,日本語,Japanese
834,en,English,English
834,fr,Français,French
834,hu,Magyar,Hungarian
559907,en,English,English
481084,en,English,English
4958,en,English,English
4958,es,Español,Spanish
1593,en,English,English
1593,it,Italiano,Italian
1593,he,עִבְרִית,Hebrew
2978,en,English,English
123,en,English,English
417859,en,English,English
417859,es,Español,Spanish
10539,en,English,English
329996,en,English,English
22586,en,English,English
10330,zh,普通话,Mandarin
10330,en,English,English
448119,fr,Français,French
448119,en,English,English
46528,en,English,English
454467,en,English,English
454467,fr,Français,French
14136,es,Español,Spanish
14136,en,English,English
14136,cn,广州话 / 廣州話,Cantonese
622855,en,English,English
1865,en,English,English
1865,es,Español,Spanish
10215,en,English,English
413518,it,Italiano,Italian
241259,en,English,English
18032,en,English,English
433310,en,English,English
736526,en,English,English
736526,no,Norsk,Norwegian
11551,en,English,English
526051,fr,Français,French
526051,en,English,English
36586,cs,Český,Czech
36586,ro,Română,Romanian
36586,en,English,English
274857,en,English,English
412656,en,English,English
293167,en,English,English
293167,vi,Tiếng Việt,Vietnamese
116711,en,English,English
8840,en,English,English
839033,en,English,English
400157,en,English,English
381890,zh,普通话,Mandarin
125521,ja,日本語,Japanese
16119,en,English,English
420426,ja,日本語,Japanese
6069,en,English,English
54318,en,English,English
12437,en,English,English
11814,en,English,English
10991,ja,日本語,Japanese
37933,ja,日本語,Japanese
1139829,en,English,English
572802,zh,普通话,Mandarin
572802,ko,한국어/조선말,Korean
572802,en,English,English
928,en,English,English
246655,ar,العربية,Arabic
246655,en,English,English
246655,de,Deutsch,German
246655,pl,Polski,Polish
246655,ru,Pусский,Russian
246655,sw,Kiswahili,Swahili
12797,en,English,English
10052,en,English,English
10052,es,Español,Spanish
458576,en,English,English
12222,en,English,English
11395,en,English,English
400650,en,English,English
37725,en,English,English
11559,en,English,English
76338,en,English,English
11827,hu,Magyar,Hungarian
11827,en,English,English
11980,en,English,English
11980,la,Latin,Latin
11980,es,Español,Spanish
13465,en,English,English
654028,en,English,English
301804,en,English,English
16523,en,English,English
10326,en,English,English
9707,en,English,English
877183,en,English,English
877183,eo,Esperanto,Esperanto
489326,en,English,English
489326,no,Norsk,Norwegian
16690,en,English,English
14442,en,English,English
12600,ja,日本語,Japanese
9294,en,English,English
15301,en,English,English
15301,fr,Français,French
15301,de,Deutsch,German
15301,vi,Tiếng Việt,Vietnamese
9593,en,English,English
296271,it,Italiano,Italian
296271,en,English,English
296271,es,Español,Spanish
448095,en,English,English
621151,en,English,English
460793,en,English,English
14191,en,English,English
11596,en,English,English
11359,it,Italiano,Italian
11359,en,English,English
355547,en,English,English
36968,en,English,English
50620,en,English,English
991,en,English,English
28032,en,English,English
649609,th,ภาษาไทย,Thai
649609,en,English,English
967847,en,English,English
49017,en,English,English
72105,en,English,English
10140,en,English,English
314405,en,English,English
314405,ru,Pусский,Russian
616747,en,English,English
123553,en,English,English
10957,en,English,English
606117,en,English,English
606117,fr,Français,French
606117,es,Español,Spanish
594767,hu,Magyar,Hungarian
594767,en,English,English
788929,is,Íslenska,Icelandic
119569,en,English,English
75,en,English,English
75,fr,Français,French
11653,zh,普通话,Mandarin
11653,en,English,English
11653,hi,हिन्दी,Hindi
11653,ko,한국어/조선말,Korean
11653,ml,,Malayalam
1153714,en,English,English
1180831,no,Norsk,Norwegian
670355,en,English,English
300168,zh,普通话,Mandarin
300168,en,English,English
22620,en,English,English
15139,en,English,English
68735,en,English,English
1734,en,English,English
1734,ar,العربية,Arabic
10192,en,English,English
798021,en,English,English
13225,en,English,English
26515,en,English,English
8054,en,English,English
8054,ru,Pусский,Russian
8054,fr,Français,French
294272,en,English,English
9992,en,English,English
616037,en,English,English
464052,en,English,English
20481,en,English,English
338970,en,English,English
477033,eu,euskera,Basque
477033,la,Latin,Latin
435707,es,Español,Spanish
13394,en,English,English
11852,en,English,English
1086747,en,English,English
9785,en,English,English
8960,en,English,English
8960,fr,Français,French
8960,ja,日本語,Japanese
8960,vi,Tiếng Việt,Vietnamese
324544,nd,,Ndebele
324544,de,Deutsch,German
324544,en,English,English
13600,en,English,English
521034,en,English,English
11232,fr,Français,French
11232,en,English,English
8839,en,English,English
531219,en,English,English
52520,en,English,English
52520,ru,Pусский,Russian
8965,en,English,English
606234,en,English,English
606234,ja,日本語,Japanese
593910,en,English,English
40205,en,English,English
214756,en,English,English
203739,en,English,English
9945,en,English,English
9945,la,Latin,Latin
16996,en,English,English
35019,en,English,English
9822,sw,Kiswahili,Swahili
9822,en,English,English
976720,en,English,English
638965,fr,Français,French
38117,en,English,English
38117,es,Español,Spanish
409297,de,Deutsch,German
409297,es,Español,Spanish
409297,fr,Français,French
409297,en,English,English
810,en,English,English
9339,en,English,English
9339,pt,Português,Portuguese
9339,ja,日本語,Japanese
149509,en,English,English
9543,en,English,English
11114,en,English,English
102780,en,English,English
532639,en,English,English
2309,en,English,English
455476,en,English,English
455476,ja,日本語,Japanese
76122,en,English,English
16441,en,English,English
267935,en,English,English
19901,en,English,English
10730,en,English,English
14207,fr,Français,French
14207,la,Latin,Latin
14207,mn,,Mongolian
14207,pt,Português,Portuguese
14207,en,English,English
8966,en,English,English
339967,en,English,English
339967,ko,한국어/조선말,Korean
14208,fr,Français,French
14208,ar,العربية,Arabic
14208,en,English,English
1013860,en,English,English
447277,en,English,English
303542,it,Italiano,Italian
451500,fr,Français,French
451500,pt,Português,Portuguese
58244,en,English,English
24452,en,English,English
9598,en,English,English
428399,en,English,English
11342,en,English,English
950387,en,English,English
14728,en,English,English
14728,fr,Français,French
14728,la,Latin,Latin
14728,ro,Română,Romanian
14728,ru,Pусский,Russian
137321,en,English,English
46929,en,English,English
2619,en,English,English
517302,fi,suomi,Finnish
244458,en,English,English
1098006,en,English,English
35552,fr,Français,French
2284,en,English,English
463821,en,English,English
11976,en,English,English
11976,it,Italiano,Italian
11845,en,English,English
11352,en,English,English
877269,en,English,English
13313,en,English,English
9694,en,English,English
9694,ja,日本語,Japanese
1097870,en,English,English
9986,en,English,English
279690,en,English,English
515841,fr,Français,French
197796,en,English,English
197796,fr,Français,French
181533,en,English,English
3040,de,Deutsch,German
3040,ru,Pусский,Russian
1022796,en,English,English
48395,en,English,English
48395,fi,suomi,Finnish
32657,en,English,English
23082,en,English,English
11824,en,English,English
460885,en,English,English
64686,en,English,English
64686,ja,日本語,Japanese
287903,de,Deutsch,German
287903,en,English,English
449563,en,English,English
6278,en,English,English
454294,en,English,English
24021,en,English,English
23629,en,English,English
23629,de,Deutsch,German
2114,en,English,English
50619,en,English,English
50619,pt,Português,Portuguese
11415,en,English,English
6552,en,English,English
10185,en,English,English
47533,en,English,English
20701,en,English,English
419831,en,English,English
10025,en,English,English
50479,en,English,English
9889,en,English,English
400106,es,Español,Spanish
400106,en,English,English
10202,en,English,English
18360,en,English,English
10869,en,English,English
10836,en,English,English
10836,gl,Galego,Galician
10836,es,Español,Spanish
403587,en,English,English
27022,en,English,English
1019420,en,English,English
44603,en,English,English
44603,fr,Français,French
157820,fr,Français,French
157820,en,English,English
8067,en,English,English
8989,en,English,English
8989,es,Español,Spanish
127867,en,English,English
9610,en,English,English
268896,en,English,English
14128,en,English,English
613080,it,Italiano,Italian
2269,ru,Pусский,Russian
10013,en,English,English
283378,en,English,English
37861,en,English,English
21972,en,English,English
10351,en,English,English
72358,en,English,English
60304,en,English,English
228165,en,English,English
442062,en,English,English
62213,en,English,English
590995,en,English,English
296100,en,English,English
1636,en,English,English
1636,ru,Pусский,Russian
1636,es,Español,Spanish
739990,en,English,English
9946,en,English,English
461928,en,English,English
426543,en,English,English
11979,en,English,English
2268,is,Íslenska,Icelandic
2268,en,English,English
2268,ru,Pусский,Russian
2268,fr,Français,French
780609,en,English,English
157834,en,English,English
8850,en,English,English
428045,ru,Pусский,Russian
428045,en,English,English
428045,zh,普通话,Mandarin
254194,en,English,English
6917,en,English,English
10137,en,English,English
11428,en,English,English
849,en,English,English
23488,ru,Pусский,Russian
23488,pl,Polski,Polish
23488,en,English,English
37958,el,ελληνικά,Greek
37958,en,English,English
6217,en,English,English
9449,en,English,English
109491,en,English,English
32985,en,English,English
32985,ar,العربية,Arabic
9745,en,English,English
76285,en,English,English
311324,zh,普通话,Mandarin
311324,en,English,English
311324,es,Español,Spanish
735697,fr,Français,French
735697,ja,日本語,Japanese
542224,en,English,English
10353,fr,Français,French
527261,en,English,English
9564,de,Deutsch,German
9564,fr,Français,French
198287,en,English,English
274854,en,English,English
24795,en,English,English
9021,en,English,English
9997,en,English,English
209112,en,English,English
18239,en,English,English
18239,it,Italiano,Italian
58595,en,English,English
12994,en,English,English
49730,en,English,English
19724,en,English,English
8698,en,English,English
8698,de,Deutsch,German
8698,it,Italiano,Italian
266647,en,English,English
12556,en,English,English
615677,ar,العربية,Arabic
615677,fr,Français,French
615677,mo,,Moldavian
615677,en,English,English
1022964,en,English,English
9597,fr,Français,French
14248,en,English,English
10488,en,English,English
7091,en,English,English
4923,en,English,English
354251,en,English,English
68728,en,English,English
39345,en,English,English
13477,en,English,English
13477,it,Italiano,Italian
487083,en,English,English
526896,en,English,English
526896,el,ελληνικά,Greek
526896,no,Norsk,Norwegian
526896,es,Español,Spanish
297761,en,English,English
297761,ja,日本語,Japanese
297761,es,Español,Spanish
45649,en,English,English
18823,en,English,English
258489,en,English,English
9406,fr,Français,French
9406,en,English,English
346672,en,English,English
62764,en,English,English
846422,zh,普通话,Mandarin
846422,en,English,English
846422,fr,Français,French
846422,it,Italiano,Italian
846422,vi,Tiếng Việt,Vietnamese
375588,en,English,English
1995,en,English,English
423949,en,English,English
22894,en,English,English
10280,en,English,English
1884,en,English,English
9312,en,English,English
9070,en,English,English
81005,en,English,English
238215,en,English,English
49524,en,English,English
38321,en,English,English
38321,pt,Português,Portuguese
38321,es,Español,Spanish
4442,en,English,English
4442,fr,Français,French
4442,de,Deutsch,German
4442,it,Italiano,Italian
24418,en,English,English
9678,en,English,English
9824,en,English,English
6477,en,English,English
6477,es,Español,Spanish
6477,fr,Français,French
6477,ja,日本語,Japanese
11451,en,English,English
957452,en,English,English
9304,en,English,English
322240,en,English,English
46261,en,English,English
9738,en,English,English
13836,en,English,English
353491,en,English,English
34636,en,English,English
42949,en,English,English
9906,en,English,English
45650,en,English,English
72331,en,English,English
539537,en,English,English
224141,en,English,English
41513,en,English,English
57165,en,English,English
370567,en,English,English
1996,en,English,English
1996,zh,普通话,Mandarin
223702,en,English,English
77931,en,English,English
10599,it,Italiano,Italian
26505,en,English,English
440597,en,English,English
11649,en,English,English
312831,en,English,English
312831,ga,Gaeilge,Irish
3050,en,English,English
2928,en,English,English
2928,pt,Português,Portuguese
55301,en,English,English
167810,en,English,English
20856,en,English,English
205584,en,English,English
10756,en,English,English
23398,en,English,English
23398,fr,Français,French
9327,en,English,English
14239,en,English,English
420950,fr,Français,French
9703,en,English,English
10610,en,English,English
1091181,fr,Français,French
457943,en,English,English
457943,la,Latin,Latin
9334,en,English,English
9334,de,Deutsch,German
9334,it,Italiano,Italian
9334,th,ภาษาไทย,Thai
1250,en,English,English
602211,en,English,English
2698,en,English,English
9954,en,English,English
456740,ru,Pусский,Russian
456740,tr,Türkçe,Turkish
456740,de,Deutsch,German
456740,en,English,English
16300,en,English,English
74461,en,English,English
13025,en,English,English
9697,zh,普通话,Mandarin
9697,en,English,English
9697,es,Español,Spanish
421792,en,English,English
6589,en,English,English
47327,en,English,English
475430,en,English,English
23047,la,Latin,Latin
23047,en,English,English
282035,en,English,English
282035,ar,العربية,Arabic
68737,en,English,English
1735,en,English,English
1735,zh,普通话,Mandarin
1735,sa,,Sanskrit
46441,en,English,English
11817,en,English,English
11817,bo,བོད་སྐད་།,Tibetan
11817,pa,ਪੰਜਾਬੀ,Punjabi
11817,de,Deutsch,German
10546,en,English,English
1499,en,English,English
7840,en,English,English
7840,pt,Português,Portuguese
9067,en,English,English
19585,en,English,English
11618,en,English,English
63207,it,Italiano,Italian
63207,fr,Français,French
63207,en,English,English
63207,es,Español,Spanish
23023,en,English,English
76757,en,English,English
76757,ru,Pусский,Russian
414,en,English,English
2274,en,English,English
530081,en,English,English
10336,en,English,English
420808,en,English,English
10658,en,English,English
426285,ja,日本語,Japanese
10992,it,Italiano,Italian
10992,en,English,English
888,en,English,English
9626,en,English,English
11469,en,English,English
43074,en,English,English
38319,en,English,English
10808,en,English,English
37430,en,English,English
634492,en,English,English
10588,en,English,English
9480,en,English,English
9480,it,Italiano,Italian
9480,el,ελληνικά,Greek
11597,en,English,English
9651,cs,Český,Czech
9651,en,English,English
2395,fr,Français,French
2395,pt,Português,Portuguese
38745,en,English,English
39691,en,English,English
592831,ru,Pусский,Russian
592831,la,Latin,Latin
592831,en,English,English
592831,es,Español,Spanish
302349,de,Deutsch,German
302349,en,English,English
1087822,en,English,English
2486,en,English,English
18843,en,English,English
9722,en,English,English
9722,es,Español,Spanish
12158,en,English,English
5393,en,English,English
407451,en,English,English
